,가맹점구분번호,기준년월,신규고객_비중_cleaned,재방문고객_비중_cleaned,유동인구고객_비중_cleaned,합계_3열,zero_sum_flag
23039,420DCCAD41,202402,4.26,28.82,42.3,75.38,0
23040,420DCCAD41,202403,7.02,29.29,47.6,83.91,0
23041,420DCCAD41,202404,6.15,29.38,50.0,85.53,0
23042,420DCCAD41,202405,5.87,28.87,42.4,77.14,0
23043,420DCCAD41,202406,5.63,27.42,37.1,70.15,0
23044,420DCCAD41,202407,5.47,25.83,37.3,68.6,0
23045,420DCCAD41,202408,6.05,24.58,42.9,73.53,0
23046,420DCCAD41,202409,6.75,24.87,47.0,78.62,0
23047,420DCCAD41,202410,8.76,24.84,40.7,74.30000000000001,0
23048,420DCCAD41,202411,7.61,25.2,46.0,78.81,0
23049,420DCCAD41,202412,6.57,25.87,43.0,75.44,0
23050,422418BBDD,202306,100.0,18.89,15.6,134.49,0
23051,422418BBDD,202307,78.49,29.87,25.0,133.36,0
23052,422418BBDD,202308,33.52,33.44,28.0,94.96000000000001,0
23053,422418BBDD,202309,20.42,34.7,27.5,82.62,0
23054,422418BBDD,202310,13.97,35.89,26.3,76.16,0
23055,422418BBDD,202311,5.79,36.83,21.3,63.92,0
23056,422418BBDD,202312,5.61,37.33,21.3,64.24,0
23057,422418BBDD,202401,4.21,37.75,14.4,56.36,0
23058,422418BBDD,202402,3.49,38.13,22.2,63.82000000000001,0
23059,422418BBDD,202403,3.7,37.97,25.0,66.67,0
23060,422418BBDD,202404,2.44,38.18,27.5,68.12,0
23061,422418BBDD,202405,2.14,38.1,24.1,64.34,0
23062,422418BBDD,202406,2.11,37.61,20.5,60.22,0
23063,422418BBDD,202407,1.32,35.04,25.9,62.26,0
23064,422418BBDD,202408,2.0,33.98,23.1,59.08,0
23065,422418BBDD,202409,1.84,31.45,27.6,60.89,0
23066,422418BBDD,202410,5.89,29.27,17.3,52.459999999999994,0
23067,422418BBDD,202411,3.08,28.97,12.3,44.349999999999994,0
23068,422418BBDD,202412,3.0,27.84,19.4,50.239999999999995,0
23069,422F127F2C,202301,26.57,7.69,30.0,64.25999999999999,0
23070,422F127F2C,202302,12.8,11.59,6.7,31.09,0
23071,422F127F2C,202303,9.39,12.15,15.8,37.34,0
23072,422F127F2C,202304,5.73,15.63,11.1,32.46,0
23073,422F127F2C,202305,8.13,14.35,25.0,47.480000000000004,0
23074,422F127F2C,202306,6.28,13.45,23.1,42.83,0
23075,422F127F2C,202307,7.47,13.28,33.3,54.05,0
23076,422F127F2C,202308,5.49,12.94,10.5,28.93,0
23077,422F127F2C,202309,7.27,14.18,19.2,40.65,0
23078,422F127F2C,202310,3.91,15.63,13.3,32.84,0
23079,422F127F2C,202311,8.33,16.25,24.0,48.58,0
23080,422F127F2C,202312,8.23,17.75,24.0,49.980000000000004,0
23081,422F127F2C,202401,4.33,17.31,18.8,40.44,0
23082,422F127F2C,202402,5.7,18.13,17.6,41.43,0
23083,422F127F2C,202403,9.5,17.5,33.3,60.3,0
23084,422F127F2C,202404,3.65,17.71,28.6,49.96,0
23085,422F127F2C,202405,4.35,17.39,8.3,30.040000000000003,0
23086,422F127F2C,202406,9.9,16.15,21.7,47.75,0
23087,422F127F2C,202407,5.95,18.92,37.5,62.370000000000005,0
23088,422F127F2C,202408,7.03,18.92,15.0,40.95,0
23089,422F127F2C,202409,3.45,17.82,11.1,32.37,0
23090,422F127F2C,202410,7.95,17.61,44.4,69.96,0
23091,422F127F2C,202411,7.6,16.37,16.7,40.67,0
23092,422F127F2C,202412,5.63,18.13,7.7,31.459999999999997,0
23093,42326C1AF5,202301,4.45,28.9,42.5,75.85,0
23094,42326C1AF5,202302,5.76,28.73,45.2,79.69,0
23095,42326C1AF5,202303,12.61,28.61,46.7,87.92,0
23096,42326C1AF5,202304,8.97,29.25,55.1,93.32,0
23097,42326C1AF5,202305,8.89,28.85,48.8,86.53999999999999,0
23098,42326C1AF5,202306,7.72,29.0,51.7,88.42,0
23099,42326C1AF5,202307,5.18,29.12,45.9,80.19999999999999,0
23100,42326C1AF5,202308,4.78,29.29,44.6,78.67,0
23101,42326C1AF5,202309,6.08,29.03,48.6,83.71000000000001,0
23102,42326C1AF5,202310,7.57,29.73,51.3,88.6,0
23103,42326C1AF5,202311,7.65,29.87,48.8,86.32,0
23104,42326C1AF5,202312,5.57,29.33,50.6,85.5,0
23105,42326C1AF5,202401,5.06,29.19,48.2,82.45,0
23106,42326C1AF5,202402,4.85,28.45,42.4,75.69999999999999,0
23107,42326C1AF5,202403,7.16,28.51,46.6,82.27000000000001,0
23108,42326C1AF5,202404,6.95,28.59,49.4,84.94,0
23109,42326C1AF5,202405,8.12,27.97,52.5,88.59,0
23110,42326C1AF5,202406,6.21,27.41,49.1,82.72,0
23111,42326C1AF5,202407,3.88,27.17,43.9,74.95,0
23112,42326C1AF5,202408,3.33,26.52,51.8,81.65,0
23113,42326C1AF5,202409,4.14,26.54,43.5,74.18,0
23114,42326C1AF5,202410,5.12,26.24,47.9,79.25999999999999,0
23115,42326C1AF5,202411,5.14,26.0,54.2,85.34,0
23116,42326C1AF5,202412,7.01,25.45,49.0,81.46000000000001,0
23117,42334BE576,202301,100.0,0.0,100.0,200.0,0
23118,42334BE576,202302,66.67,0.0,100.0,166.67000000000002,0
23119,42334BE576,202303,42.31,7.69,100.0,150.0,0
23120,42334BE576,202304,23.53,14.71,100.0,138.24,0
23121,42334BE576,202305,26.09,10.87,100.0,136.96,0
23122,42334BE576,202306,4.17,16.67,100.0,120.84,0
23123,42334BE576,202307,17.24,15.52,100.0,132.76,0
23124,42334BE576,202308,12.12,15.15,87.5,114.77,0
23125,42334BE576,202309,8.33,15.28,100.0,123.61,0
23126,42334BE576,202310,1.37,15.07,100.0,116.44,0
23127,42334BE576,202311,7.59,15.19,100.0,122.78,0
23128,42334BE576,202312,11.24,14.61,100.0,125.85,0
23129,42334BE576,202401,5.49,14.29,100.0,119.78,0
23130,42334BE576,202402,2.35,14.12,100.0,116.47,0
23131,42334BE576,202403,8.33,10.71,100.0,119.03999999999999,0
23132,42334BE576,202404,8.43,10.84,100.0,119.27,0
23133,42334BE576,202405,6.67,13.33,100.0,120.0,0
23134,42334BE576,202406,4.0,10.67,100.0,114.67,0
23135,42334BE576,202407,8.33,9.72,85.7,103.75,0
23136,42334BE576,202408,4.41,10.29,100.0,114.7,0
23137,42334BE576,202409,7.46,8.96,100.0,116.42,0
23138,42334BE576,202410,13.16,9.21,81.8,104.17,0
23139,42334BE576,202411,8.97,7.69,83.3,99.96,0
23140,42334BE576,202412,15.19,7.59,92.9,115.68,0
23141,424AAC4582,202301,5.66,51.81,18.6,76.07,0
23142,424AAC4582,202302,3.68,51.72,8.3,63.7,0
23143,424AAC4582,202303,3.33,50.71,18.6,72.64,0
23144,424AAC4582,202304,3.86,51.21,9.2,64.27,0
23145,424AAC4582,202305,6.04,52.17,11.2,69.41,0
23146,424AAC4582,202306,3.99,53.37,11.7,69.06,0
23147,424AAC4582,202307,3.76,50.38,12.1,66.24,0
23148,424AAC4582,202308,5.17,51.42,11.1,67.69,0
23149,424AAC4582,202309,8.75,50.75,18.5,78.0,0
23150,424AAC4582,202310,0.52,51.57,4.5,56.59,0
23151,424AAC4582,202311,5.84,51.72,14.5,72.06,0
23152,424AAC4582,202312,4.34,53.12,9.5,66.96,0
23153,424AAC4582,202401,3.7,53.56,8.5,65.76,0
23154,424AAC4582,202402,5.44,52.15,14.5,72.09,0
23155,424AAC4582,202403,3.23,52.49,9.3,65.02,0
23156,424AAC4582,202404,3.85,54.73,12.7,71.28,0
23157,424AAC4582,202405,4.57,51.22,11.1,66.89,0
23158,424AAC4582,202406,3.96,50.91,18.8,73.67,0
23159,424AAC4582,202407,4.33,52.63,8.3,65.26,0
23160,424AAC4582,202408,4.42,52.68,7.5,64.6,0
23161,424AAC4582,202409,5.39,54.88,10.5,70.77000000000001,0
23162,424AAC4582,202410,5.83,53.72,10.2,69.75,0
23163,424AAC4582,202411,6.71,54.7,15.4,76.81,0
23164,424AAC4582,202412,4.76,55.44,14.3,74.5,0
23165,424ABA9D67,202301,6.09,44.0,47.7,97.79,0
23166,424ABA9D67,202302,7.05,43.32,51.6,101.97,0
23167,424ABA9D67,202303,9.51,43.31,54.0,106.82,0
23168,424ABA9D67,202304,8.01,41.81,51.8,101.62,0
23169,424ABA9D67,202305,10.41,40.22,57.6,108.22999999999999,0
23170,424ABA9D67,202306,9.48,39.32,56.5,105.3,0
23171,424ABA9D67,202307,9.71,39.57,57.3,106.58,0
23172,424ABA9D67,202308,8.0,40.3,57.1,105.4,0
23173,424ABA9D67,202309,8.18,39.46,57.2,104.84,0
23174,424ABA9D67,202310,8.25,39.74,56.9,104.89,0
23175,424ABA9D67,202311,5.44,40.88,53.1,99.42,0
23176,424ABA9D67,202312,4.75,40.03,52.8,97.58,0
23177,424ABA9D67,202401,5.38,38.91,54.1,98.39,0
23178,424ABA9D67,202402,5.89,38.25,46.4,90.53999999999999,0
23179,424ABA9D67,202403,9.98,36.82,50.8,97.6,0
23180,424ABA9D67,202404,12.18,35.97,54.0,102.15,0
23181,424ABA9D67,202405,10.43,35.22,51.4,97.05,0
23182,424ABA9D67,202406,9.87,35.22,52.5,97.59,0
23183,424ABA9D67,202407,6.77,34.71,46.8,88.28,0
23184,424ABA9D67,202408,7.99,33.82,52.5,94.31,0
23185,424ABA9D67,202409,7.0,33.78,51.4,92.18,0
23186,424ABA9D67,202410,11.55,32.73,49.7,93.98,0
23187,424ABA9D67,202411,8.46,32.73,53.0,94.19,0
23188,424ABA9D67,202412,5.54,32.69,56.0,94.22999999999999,0
23189,4251F43180,202301,7.58,12.77,76.7,97.05000000000001,0
23190,4251F43180,202302,6.2,12.81,75.0,94.01,0
23191,4251F43180,202303,5.09,12.63,76.7,94.42,0
23192,4251F43180,202304,7.36,13.12,73.2,93.68,0
23193,4251F43180,202305,6.59,13.77,59.0,79.36,0
23194,4251F43180,202306,6.5,12.99,75.7,95.19,0
23195,4251F43180,202307,9.0,12.13,79.2,100.33000000000001,0
23196,4251F43180,202308,8.43,11.85,76.6,96.88,0
23197,4251F43180,202309,9.59,10.41,75.5,95.5,0
23198,4251F43180,202310,6.95,10.11,90.0,107.06,0
23199,4251F43180,202311,7.25,9.38,75.0,91.63,0
23200,4251F43180,202312,7.61,9.35,84.6,101.56,0
23201,4251F43180,202401,4.27,8.99,65.2,78.46000000000001,0
23202,4251F43180,202402,4.88,9.53,91.3,105.71,0
23203,4251F43180,202403,7.6,9.68,66.7,83.98,0
23204,4251F43180,202404,7.49,9.13,72.2,88.82000000000001,0
23205,4251F43180,202405,4.38,9.0,73.7,87.08,0
23206,4251F43180,202406,7.79,10.22,80.6,98.61,0
23207,4251F43180,202407,7.32,10.61,87.1,105.03,0
23208,4251F43180,202408,7.12,10.55,70.0,87.67,0
23209,4251F43180,202409,5.9,9.83,87.0,102.73,0
23210,4251F43180,202410,10.41,7.67,75.0,93.08,0
23211,4251F43180,202411,8.31,9.14,75.0,92.45,0
23212,4251F43180,202412,6.09,11.01,78.6,95.69999999999999,0
23213,425547857A,202301,11.15,2.62,90.8,104.57,0
23214,425547857A,202302,9.98,2.18,90.6,102.75999999999999,0
23215,425547857A,202303,11.01,2.23,91.4,104.64,0
23216,425547857A,202304,8.05,2.38,92.5,102.93,0
23217,425547857A,202305,8.59,1.93,81.0,91.52,0
23218,425547857A,202306,6.25,1.93,94.7,102.88,0
23219,425547857A,202307,6.81,1.51,82.9,91.22,0
23220,425547857A,202308,7.31,1.67,87.0,95.98,0
23221,425547857A,202309,5.95,1.37,94.4,101.72,0
23222,425547857A,202310,6.26,1.56,88.2,96.02000000000001,0
23223,425547857A,202311,4.64,1.76,96.8,103.2,0
23224,425547857A,202312,8.44,1.79,91.3,101.53,0
23225,425547857A,202401,5.52,2.24,85.7,93.46000000000001,0
23226,425547857A,202402,4.27,2.41,77.3,83.97999999999999,0
23227,425547857A,202403,8.27,2.17,78.0,88.44,0
23228,425547857A,202404,5.61,2.08,85.0,92.69,0
23229,425547857A,202405,6.64,2.88,83.9,93.42,0
23230,425547857A,202406,4.65,3.26,80.0,87.91,0
23231,425547857A,202407,6.52,2.9,86.4,95.82000000000001,0
23232,425547857A,202408,9.48,2.74,68.6,80.82,0
23233,425547857A,202409,8.1,2.28,96.8,107.17999999999999,0
23234,425547857A,202410,5.79,1.32,95.0,102.11,0
23235,425547857A,202411,7.18,1.86,91.7,100.74000000000001,0
23236,425547857A,202412,10.96,3.29,94.7,108.95,0
23237,4257D2CFAA,202409,100.0,0.0,33.3,133.3,0
23238,4257D2CFAA,202410,93.88,5.1,43.8,142.77999999999997,0
23239,4257D2CFAA,202411,42.69,5.85,47.9,96.44,0
23240,4257D2CFAA,202412,30.2,7.35,63.0,100.55,0
23241,42591F7AE9,202401,100.0,0.0,66.7,166.7,0
23242,42591F7AE9,202402,57.14,0.0,75.0,132.14,0
23243,42591F7AE9,202403,12.5,0.0,0.0,12.5,0
23244,42591F7AE9,202404,11.11,0.0,100.0,111.11,0
23245,42591F7AE9,202405,0.0,0.0,0.0,0.0,1
23246,42591F7AE9,202406,0.0,11.11,0.0,11.11,0
23247,42591F7AE9,202407,0.0,11.11,0.0,11.11,0
23248,42591F7AE9,202408,10.0,10.0,100.0,120.0,0
23249,42591F7AE9,202409,28.57,7.14,100.0,135.71,0
23250,42591F7AE9,202410,64.1,12.82,64.0,140.92,0
23251,42591F7AE9,202411,37.1,12.9,91.7,141.7,0
23252,42591F7AE9,202412,15.07,12.33,81.8,109.19999999999999,0
23253,4261C5A667,202301,6.36,19.24,57.4,83.0,0
23254,4261C5A667,202302,4.64,19.04,62.8,86.47999999999999,0
23255,4261C5A667,202303,6.15,19.42,54.9,80.47,0
23256,4261C5A667,202304,7.43,21.29,61.4,90.12,0
23257,4261C5A667,202305,7.79,21.45,59.0,88.24,0
23258,4261C5A667,202306,7.36,21.37,50.8,79.53,0
23259,4261C5A667,202307,8.53,21.67,56.3,86.5,0
23260,4261C5A667,202308,8.83,21.62,60.9,91.35,0
23261,4261C5A667,202309,8.36,20.36,58.6,87.32,0
23262,4261C5A667,202310,7.57,21.26,63.8,92.63,0
23263,4261C5A667,202311,4.32,22.14,66.7,93.16,0
23264,4261C5A667,202312,5.48,21.55,59.5,86.53,0
23265,4261C5A667,202401,5.64,21.21,45.7,72.55000000000001,0
23266,4261C5A667,202402,5.26,20.86,68.6,94.72,0
23267,4261C5A667,202403,5.53,19.57,46.2,71.30000000000001,0
23268,4261C5A667,202404,7.75,19.28,70.9,97.93,0
23269,4261C5A667,202405,6.37,19.92,58.5,84.79,0
23270,4261C5A667,202406,8.3,19.92,58.8,87.02,0
23271,4261C5A667,202407,7.3,20.39,56.8,84.49,0
23272,4261C5A667,202408,8.22,21.78,58.5,88.5,0
23273,4261C5A667,202409,8.18,22.05,62.2,92.43,0
23274,4261C5A667,202410,8.53,21.2,57.7,87.43,0
23275,4261C5A667,202411,4.91,21.5,56.3,82.71,0
23276,4261C5A667,202412,7.89,22.97,63.2,94.06,0
23277,426E9843AA,202301,4.94,39.86,21.7,66.5,0
23278,426E9843AA,202302,4.85,39.86,31.6,76.31,0
23279,426E9843AA,202303,5.19,39.71,24.6,69.5,0
23280,426E9843AA,202304,5.32,38.35,32.1,75.77000000000001,0
23281,426E9843AA,202305,6.69,38.29,25.3,70.28,0
23282,426E9843AA,202306,6.18,39.33,23.9,69.41,0
23283,426E9843AA,202307,6.08,39.73,32.3,78.10999999999999,0
23284,426E9843AA,202308,6.79,38.3,21.4,66.49,0
23285,426E9843AA,202309,5.13,37.64,32.8,75.57,0
23286,426E9843AA,202310,7.1,38.0,26.3,71.4,0
23287,426E9843AA,202311,5.04,35.85,27.1,67.99000000000001,0
23288,426E9843AA,202312,6.74,35.26,26.9,68.9,0
23289,426E9843AA,202401,3.2,35.6,23.9,62.7,0
23290,426E9843AA,202402,4.31,37.58,23.5,65.39,0
23291,426E9843AA,202403,6.48,36.03,19.0,61.510000000000005,0
23292,426E9843AA,202404,7.07,35.96,20.0,63.03,0
23293,426E9843AA,202405,5.59,34.99,16.7,57.28,0
23294,426E9843AA,202406,7.52,35.28,19.3,62.099999999999994,0
23295,426E9843AA,202407,4.71,34.69,22.6,62.0,0
23296,426E9843AA,202408,4.65,35.62,25.0,65.27,0
23297,426E9843AA,202409,5.33,36.44,23.6,65.37,0
23298,426E9843AA,202410,7.32,36.16,20.7,64.17999999999999,0
23299,426E9843AA,202411,5.95,36.16,16.9,59.01,0
23300,426E9843AA,202412,4.05,36.67,22.4,63.12,0
23301,4281813D4D,202301,6.71,22.15,55.6,84.46000000000001,0
23302,4281813D4D,202302,10.97,20.0,58.8,89.77,0
23303,4281813D4D,202303,5.13,22.44,38.5,66.07,0
23304,4281813D4D,202304,5.52,22.76,10.0,38.28,0
23305,4281813D4D,202305,7.86,22.86,45.5,76.22,0
23306,4281813D4D,202306,5.63,21.83,66.7,94.16,0
23307,4281813D4D,202307,7.09,20.57,41.7,69.36,0
23308,4281813D4D,202308,9.52,19.73,42.9,72.15,0
23309,4281813D4D,202309,7.53,17.81,53.8,79.14,0
23310,4281813D4D,202310,2.92,18.98,33.3,55.199999999999996,0
23311,4281813D4D,202311,10.71,19.29,26.7,56.7,0
23312,4281813D4D,202312,11.56,19.05,43.8,74.41,0
23313,4281813D4D,202401,10.39,22.08,52.6,85.07,0
23314,4281813D4D,202402,8.0,22.67,58.3,88.97,0
23315,4281813D4D,202403,9.55,23.57,35.0,68.12,0
23316,4281813D4D,202404,8.64,22.84,70.6,102.08,0
23317,4281813D4D,202405,6.25,23.13,30.0,59.379999999999995,0
23318,4281813D4D,202406,7.27,22.42,45.5,75.19,0
23319,4281813D4D,202407,7.06,20.59,50.0,77.65,0
23320,4281813D4D,202408,4.82,20.48,66.7,92.0,0
23321,4281813D4D,202409,6.13,20.86,41.7,68.69,0
23322,4281813D4D,202410,4.79,20.96,70.0,95.75,0
23323,4281813D4D,202411,7.93,21.34,60.0,89.27,0
23324,4281813D4D,202412,6.79,20.99,75.0,102.78,0
23325,428FFBD76A,202301,0.0,0.0,0.0,0.0,1
23326,428FFBD76A,202302,100.0,38.32,49.0,187.32,0
23327,428FFBD76A,202303,36.87,49.85,48.2,134.92000000000002,0
23328,428FFBD76A,202304,20.98,51.75,46.7,119.43,0
23329,428FFBD76A,202305,16.21,52.73,49.8,118.74,0
23330,428FFBD76A,202306,10.65,55.85,50.7,117.2,0
23331,428FFBD76A,202307,10.89,55.83,50.0,116.72,0
23332,428FFBD76A,202308,7.61,56.32,45.5,109.43,0
23333,428FFBD76A,202309,7.08,56.07,50.0,113.15,0
23334,428FFBD76A,202310,7.99,54.79,52.2,114.98,0
23335,428FFBD76A,202311,6.76,55.9,51.6,114.25999999999999,0
23336,428FFBD76A,202312,4.59,56.5,50.2,111.29,0
23337,428FFBD76A,202401,5.57,56.86,48.9,111.33,0
23338,428FFBD76A,202402,6.24,57.26,36.1,99.6,0
23339,428FFBD76A,202403,6.19,56.8,42.4,105.38999999999999,0
23340,428FFBD76A,202404,7.59,55.52,39.9,103.00999999999999,0
23341,428FFBD76A,202405,7.56,56.01,41.8,105.37,0
23342,428FFBD76A,202406,5.82,55.39,43.4,104.61,0
23343,428FFBD76A,202407,4.77,55.48,47.7,107.95,0
23344,428FFBD76A,202408,5.67,54.54,48.5,108.71000000000001,0
23345,428FFBD76A,202409,4.85,54.61,46.9,106.36,0
23346,428FFBD76A,202410,8.06,52.55,44.2,104.81,0
23347,428FFBD76A,202411,5.11,51.16,45.2,101.47,0
23348,428FFBD76A,202412,4.17,49.95,46.6,100.72,0
23349,42994169E6,202301,5.31,18.52,58.7,82.53,0
23350,42994169E6,202302,6.4,18.88,63.6,88.88,0
23351,42994169E6,202303,5.27,19.17,54.0,78.44,0
23352,42994169E6,202304,7.0,19.55,48.5,75.05,0
23353,42994169E6,202305,8.93,19.16,47.0,75.09,0
23354,42994169E6,202306,10.48,18.73,54.7,83.91,0
23355,42994169E6,202307,9.21,17.62,51.8,78.63,0
23356,42994169E6,202308,7.51,16.9,57.4,81.81,0
23357,42994169E6,202309,7.96,18.15,54.4,80.50999999999999,0
23358,42994169E6,202310,7.84,18.79,56.9,83.53,0
23359,42994169E6,202311,6.18,18.37,47.3,71.85,0
23360,42994169E6,202312,7.86,19.03,40.9,67.78999999999999,0
23361,42994169E6,202401,5.32,19.25,58.5,83.07,0
23362,42994169E6,202402,7.87,19.75,60.7,88.32000000000001,0
23363,42994169E6,202403,8.11,19.82,56.9,84.83,0
23364,42994169E6,202404,5.36,19.91,52.5,77.77,0
23365,42994169E6,202405,8.94,20.15,67.1,96.19,0
23366,42994169E6,202406,6.8,20.09,44.3,71.19,0
23367,42994169E6,202407,5.82,19.87,53.1,78.79,0
23368,42994169E6,202408,6.2,19.09,66.7,91.99000000000001,0
23369,42994169E6,202409,5.7,19.63,58.8,84.13,0
23370,42994169E6,202410,5.72,19.06,60.9,85.67999999999999,0
23371,42994169E6,202411,4.46,19.82,53.7,77.98,0
23372,42994169E6,202412,5.16,18.6,67.6,91.36,0
23373,42C1209E01,202301,6.32,31.37,45.4,83.09,0
23374,42C1209E01,202302,7.13,31.16,52.8,91.09,0
23375,42C1209E01,202303,6.98,30.41,56.1,93.49000000000001,0
23376,42C1209E01,202304,6.22,29.82,43.6,79.64,0
23377,42C1209E01,202305,7.31,29.35,53.2,89.86000000000001,0
23378,42C1209E01,202306,6.63,29.21,38.9,74.74000000000001,0
23379,42C1209E01,202307,6.45,30.36,43.6,80.41,0
23380,42C1209E01,202308,6.49,29.64,46.0,82.13,0
23381,42C1209E01,202309,7.67,29.7,44.3,81.66999999999999,0
23382,42C1209E01,202310,8.82,28.38,54.1,91.30000000000001,0
23383,42C1209E01,202311,9.7,27.05,46.8,83.55,0
23384,42C1209E01,202312,11.07,25.63,53.8,90.5,0
23385,42C1209E01,202401,8.22,26.25,53.6,88.07,0
23386,42C1209E01,202402,7.12,26.48,53.0,86.6,0
23387,42C1209E01,202403,7.82,26.96,46.8,81.58,0
23388,42C1209E01,202404,7.78,26.24,53.0,87.02,0
23389,42C1209E01,202405,8.24,26.58,51.7,86.52000000000001,0
23390,42C1209E01,202406,6.81,25.83,54.5,87.14,0
23391,42C1209E01,202407,6.49,26.27,46.8,79.56,0
23392,42C1209E01,202408,5.68,25.91,42.3,73.89,0
23393,42C1209E01,202409,5.72,26.08,43.5,75.3,0
23394,42C1209E01,202410,8.81,26.26,50.6,85.67,0
23395,42C1209E01,202411,9.03,26.03,51.6,86.66,0
23396,42C1209E01,202412,10.72,26.06,59.5,96.28,0
23397,42F4442B86,202402,100.0,7.14,100.0,207.14,0
23398,42F4442B86,202403,89.39,3.03,73.0,165.42000000000002,0
23399,42F4442B86,202404,49.81,6.84,73.3,129.95,0
23400,42F4442B86,202405,27.75,7.97,70.6,106.32,0
23401,42F4442B86,202406,25.1,8.23,77.2,110.53,0
23402,42F4442B86,202407,15.48,8.52,77.1,101.1,0
23403,42F4442B86,202408,14.05,8.07,79.2,101.32000000000001,0
23404,42F4442B86,202409,12.55,8.1,87.9,108.55000000000001,0
23405,42F4442B86,202410,14.72,8.81,76.2,99.73,0
23406,42F4442B86,202411,9.21,9.21,70.5,88.92,0
23407,42F4442B86,202412,10.91,9.11,80.6,100.61999999999999,0
23408,43195F0299,202301,2.13,51.06,40.0,93.19,0
23409,43195F0299,202302,8.16,46.94,55.6,110.69999999999999,0
23410,43195F0299,202303,4.08,46.94,42.9,93.91999999999999,0
23411,43195F0299,202304,6.12,46.94,44.4,97.46,0
23412,43195F0299,202305,12.5,43.75,50.0,106.25,0
23413,43195F0299,202306,6.0,52.0,42.9,100.9,0
23414,43195F0299,202307,5.77,51.92,44.4,102.09,0
23415,43195F0299,202308,9.43,49.06,46.2,104.69,0
23416,43195F0299,202309,7.41,46.3,41.7,95.41,0
23417,43195F0299,202310,7.27,45.45,36.4,89.12,0
23418,43195F0299,202311,8.62,48.28,55.6,112.5,0
23419,43195F0299,202312,5.0,53.33,42.9,101.22999999999999,0
23420,43195F0299,202401,7.81,46.88,42.9,97.59,0
23421,43195F0299,202402,4.69,51.56,14.3,70.55,0
23422,43195F0299,202403,3.08,53.85,33.3,90.22999999999999,0
23423,43195F0299,202404,4.62,50.77,33.3,88.69,0
23424,43195F0299,202405,8.82,44.12,15.4,68.34,0
23425,43195F0299,202406,10.45,49.25,37.5,97.2,0
23426,43195F0299,202407,5.88,47.06,40.0,92.94,0
23427,43195F0299,202408,5.88,45.59,37.5,88.97,0
23428,43195F0299,202409,3.13,45.31,33.3,81.74000000000001,0
23429,43195F0299,202410,6.35,42.86,71.4,120.61000000000001,0
23430,43195F0299,202411,11.94,40.3,42.9,95.13999999999999,0
23431,43195F0299,202412,1.67,40.0,75.0,116.67,0
23432,431B6E7893,202301,6.42,38.92,38.7,84.04,0
23433,431B6E7893,202302,5.46,38.98,37.8,82.24,0
23434,431B6E7893,202303,6.14,40.02,36.1,82.26,0
23435,431B6E7893,202304,6.47,40.38,37.7,84.55000000000001,0
23436,431B6E7893,202305,4.9,40.15,33.1,78.15,0
23437,431B6E7893,202306,4.37,40.71,22.9,67.97999999999999,0
23438,431B6E7893,202307,6.95,39.57,32.9,79.42,0
23439,431B6E7893,202308,5.87,38.58,30.1,74.55,0
23440,431B6E7893,202309,5.58,38.79,29.4,73.77,0
23441,431B6E7893,202310,4.79,38.87,38.2,81.86,0
23442,431B6E7893,202311,5.14,38.1,31.3,74.54,0
23443,431B6E7893,202312,4.67,41.11,36.7,82.48,0
23444,431B6E7893,202401,6.23,39.66,34.4,80.28999999999999,0
23445,431B6E7893,202402,5.07,39.76,27.3,72.13,0
23446,431B6E7893,202403,5.47,41.74,25.3,72.51,0
23447,431B6E7893,202404,5.96,41.11,23.4,70.47,0
23448,431B6E7893,202405,4.63,41.68,29.8,76.11,0
23449,431B6E7893,202406,5.15,40.76,26.2,72.11,0
23450,431B6E7893,202407,4.24,42.33,27.2,73.77,0
23451,431B6E7893,202408,4.9,42.76,27.0,74.66,0
23452,431B6E7893,202409,4.72,42.25,40.7,87.67,0
23453,431B6E7893,202410,5.94,43.05,32.6,81.59,0
23454,431B6E7893,202411,5.85,43.0,38.3,87.15,0
23455,431B6E7893,202412,6.57,42.4,38.1,87.07,0
23456,4321CFDE5D,202401,0.0,0.0,0.0,0.0,1
23457,4321CFDE5D,202402,0.0,0.0,0.0,0.0,1
23458,4321CFDE5D,202403,100.0,33.33,100.0,233.32999999999998,0
23459,4321CFDE5D,202404,66.67,44.44,66.7,177.81,0
23460,4321CFDE5D,202405,35.71,35.71,57.1,128.52,0
23461,4321CFDE5D,202406,26.32,31.58,83.3,141.2,0
23462,4321CFDE5D,202407,13.64,45.45,83.3,142.39,0
23463,4321CFDE5D,202408,4.35,43.48,50.0,97.83,0
23464,4321CFDE5D,202409,8.0,40.0,66.7,114.7,0
23465,4321CFDE5D,202410,10.71,39.29,100.0,150.0,0
23466,4321CFDE5D,202411,0.0,42.86,66.7,109.56,0
23467,4321CFDE5D,202412,3.45,48.28,80.0,131.73000000000002,0
23468,43343735BB,202301,6.87,35.9,85.0,127.77,0
23469,43343735BB,202302,6.56,35.85,82.8,125.21000000000001,0
23470,43343735BB,202303,6.95,35.63,85.9,128.48000000000002,0
23471,43343735BB,202304,7.59,36.01,83.7,127.3,0
23472,43343735BB,202305,5.63,36.06,83.8,125.49000000000001,0
23473,43343735BB,202306,5.11,36.12,87.5,128.73,0
23474,43343735BB,202307,5.1,36.12,80.3,121.52,0
23475,43343735BB,202308,5.88,36.27,81.6,123.75,0
23476,43343735BB,202309,5.56,36.23,80.6,122.38999999999999,0
